Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BG1_R1_001 - nextera_transposase_sequence	(1, 0.0063898053368004375)	(2, 0.006391164812000812)	(3, 0.006393339972321411)	(4, 0.00639714650288246)	(5, 0.0063987778731229095)	(6, 0.006399593558243134)	(7, 0.006403128193764108)	(8, 0.006408566094565606)	(9, 0.006433580438252498)	(10, 0.006448670612976656)	(12, 0.006463216997620663)	(14, 0.0064996509329907)	(16, 0.006541658716682274)	(18, 0.006587744925974972)	(20, 0.006643211514150253)	(22, 0.006776847926347071)	(24, 0.006860863493730217)	(26, 0.007031341683857185)	(28, 0.008015329833888281)	(30, 0.010878248658357036)	(32, 0.018121260630912538)	(34, 0.03324433465491905)	(36, 0.06151217439134704)	(38, 0.11021659697244547)	(40, 0.20057710701078044)	(42, 0.360458731740909)	(44, 0.5692988649670859)	(46, 0.7872847316562626)	(48, 0.9965608485791997)	(50, 1.2631672582296116)	(52, 1.6546048951515355)	(54, 2.1079474588501945)	(56, 2.5254242118650527)	(58, 2.890000929935416)	(60, 3.285908113473611)	(62, 3.810024820156249)	(64, 4.415085495954308)	(66, 4.985418105863759)	(68, 5.478501664304886)	(70, 5.980038711436984)	(72, 6.598895477515963)	(74, 7.318132357755077)	(76, 8.028464403536699)	(78, 8.659944304693717)	(80, 9.276097346494192)	(82, 9.992475522281959)	(84, 10.81335927567292)	(86, 11.644289278899606)	(88, 12.4119468592455)	(90, 13.147365164952113)	(92, 13.954282213924506)	(94, 14.864697197481572)	(96, 15.818186201129866)	(98, 16.72726074213936)	(100, 17.59242532175692)	(102, 18.502113529871867)	(104, 19.50529393509673)	(106, 20.562312956944425)	(108, 21.59228902621123)	(110, 22.57018631950209)	(112, 23.564019652986776)	(114, 24.641407691761685)	(116, 25.777012401094716)	(118, 26.897319071945446)	(120, 27.971207277764506)	(122, 29.040467286211417)	(124, 30.17856024300369)	(126, 31.361631844642915)	(128, 32.542111063022546)	(130, 33.67331012107372)	(132, 34.778228620236376)	(134, 35.919953279078925)	(136, 37.11357549585321)	(138, 38.31038976039799)
BG1_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.480256512958836e-05)	(4, 0.00011501160195168652)	(5, 0.00041001772043296284)	(6, 0.0005625508379149868)	(7, 0.0006568984168209802)	(8, 0.000729222497480906)	(9, 0.0008031779483812814)	(10, 0.0009585659637840918)	(12, 0.0012039512374516972)	(14, 0.0014366933917558194)	(16, 0.001653121843655447)	(18, 0.0018751241438766102)	(20, 0.002087746065215189)	(22, 0.0022894921849507715)	(24, 0.002488519354285605)	(26, 0.002694343899622311)	(28, 0.0028823593198341107)	(30, 0.003099603456853963)	(32, 0.0033498828412429167)	(34, 0.0036123975024352417)	(36, 0.0038785827466685774)	(38, 0.004159994113146109)	(40, 0.004411361077695361)	(42, 0.004668573785606226)	(44, 0.004941012615761284)	(46, 0.005457613191903611)	(48, 0.00594906347683901)	(50, 0.006245565018040699)	(52, 0.006526840436998192)	(54, 0.006879216408935273)	(56, 0.007303644566492207)	(58, 0.007725489721168427)	(60, 0.008160385837768246)	(62, 0.008680792944471622)	(64, 0.009190596144612075)	(66, 0.010245412952582685)	(68, 0.011238645533976327)	(70, 0.012910800030437018)	(72, 0.01637583042115166)	(74, 0.017818097661229014)	(76, 0.018479618293731268)	(78, 0.019384892829660678)	(80, 0.02089037566655545)	(82, 0.023882580582579825)	(84, 0.02988303222199299)	(86, 0.042262549344123636)	(88, 0.06662964688811694)	(90, 0.10159127061614913)	(92, 0.14367967118710478)	(94, 0.19289770349890473)	(96, 0.2624525331756675)	(98, 0.3682712278749014)	(100, 0.48990918384825355)	(102, 0.5934048073250873)	(104, 0.6880692799002881)	(106, 0.8025763806051156)	(108, 0.9640484553721622)	(110, 1.1614925158361595)	(112, 1.3734976432763284)	(114, 1.5992098153717937)	(116, 1.8382288026235654)	(118, 2.10277547139789)	(120, 2.407536912022014)	(122, 2.763676998893893)	(124, 3.138378000676486)	(126, 3.489627375515018)	(128, 3.8466821173017087)	(130, 4.239331318522206)	(132, 4.699172581521216)	(134, 5.195608741753988)	(136, 5.690719685561435)	(138, 6.1819797799163005)
BG1_R2_001 - nextera_transposase_sequence	(1, 0.006507535889152873)	(2, 0.006508351574273098)	(3, 0.006511342419713921)	(4, 0.006515148950274971)	(5, 0.006517052215555495)	(6, 0.00651732411059557)	(7, 0.006519771165956244)	(8, 0.006521674431236768)	(9, 0.006549407725324409)	(10, 0.006564497900048566)	(12, 0.0065854338181343345)	(14, 0.006627577549345945)	(16, 0.006676110813999317)	(18, 0.00671974996793134)	(20, 0.006775624398666733)	(22, 0.006925574513268046)	(24, 0.007021145619854376)	(26, 0.007202227716544265)	(28, 0.008212725632982665)	(30, 0.011105416964339622)	(32, 0.01835468252281685)	(34, 0.03346932780058104)	(36, 0.06169284864547682)	(38, 0.11036260460896569)	(40, 0.200517426049484)	(42, 0.3599009390661953)	(44, 0.5681944273143016)	(46, 0.7857127704820696)	(48, 0.9943854163635604)	(50, 1.2599341543080809)	(52, 1.649343046388486)	(54, 2.099890121232615)	(56, 2.514315668107752)	(58, 2.8765320653352253)	(60, 3.269609501243841)	(62, 3.7904116714404457)	(64, 4.391727264956513)	(66, 4.958975225636314)	(68, 5.450749201616921)	(70, 5.950913858534239)	(72, 6.5677405202965)	(74, 7.283990361625351)	(76, 7.992043247233546)	(78, 8.621955537537012)	(80, 9.236662233671808)	(82, 9.951581556622052)	(84, 10.770973965718202)	(86, 11.601822672327906)	(88, 12.369717752991306)	(90, 13.105807231604345)	(92, 13.91259540232774)	(94, 14.821525295175917)	(96, 15.77283356465529)	(98, 16.67800410073187)	(100, 17.538970077140593)	(102, 18.44478079008903)	(104, 19.44508835232046)	(106, 20.498025413931515)	(108, 21.521888331064794)	(110, 22.493549575664016)	(112, 23.483079490401916)	(114, 24.55699189487955)	(116, 25.688392019312857)	(118, 26.80498718691905)	(120, 27.87609173131782)	(122, 28.944150099635124)	(124, 30.08219384342514)	(126, 31.26679798145775)	(128, 32.44761258236931)	(130, 33.57904750936775)	(132, 34.68436990861244)	(134, 35.82810251232594)	(136, 37.0228555405719)	(138, 38.21991926881594)
BG1_R2_001 - polyg	(1, 1.051275646968674)	(2, 1.0554508672040643)	(3, 1.0608795235742)	(4, 1.0633181501886317)	(5, 1.0662170951059105)	(6, 1.0694064239259893)	(7, 1.072487810415158)	(8, 1.0741577897512982)	(9, 1.0761551307156885)	(10, 1.0810621564514404)	(12, 1.0847234950610891)	(14, 1.0862414850698272)	(16, 1.0870405845926077)	(18, 1.0877026490151898)	(20, 1.088236922768937)	(22, 1.0886875887978613)	(24, 1.089067562116366)	(26, 1.089393564269416)	(28, 1.0897081468307825)	(30, 1.09002599213263)	(32, 1.0903434295919174)	(34, 1.0906698395875274)	(36, 1.0910320037809074)	(38, 1.0914047718808497)	(40, 1.0917186747046164)	(42, 1.0920459003853464)	(44, 1.0924231547534504)	(46, 1.0927774339906682)	(48, 1.0931280426448446)	(50, 1.0934975480043065)	(52, 1.0938636546757672)	(54, 1.094258582221476)	(56, 1.0946123176686136)	(58, 1.0949791040776746)	(60, 1.0953642434019408)	(62, 1.0957799709182152)	(64, 1.096189444848568)	(66, 1.0967332349287178)	(68, 1.1024800084957411)	(70, 1.1040381030228905)	(72, 1.1044773494601317)	(74, 1.1049017776176884)	(76, 1.1053906448997433)	(78, 1.105804333203217)	(80, 1.1062294410983742)	(82, 1.1066855450281)	(84, 1.107176179627915)	(86, 1.1076907409912566)	(88, 1.1082388813920478)	(90, 1.1087898766907596)	(92, 1.1093715961289998)	(94, 1.1102511765836423)	(96, 1.112337699121177)	(98, 1.1171008923807295)	(100, 1.1277720929660693)	(102, 1.1474779578905383)	(104, 1.1836463877539432)	(106, 1.2446986516850034)	(108, 1.3604216670090459)	(110, 1.5373260964081843)	(112, 1.7622253023338257)	(114, 1.9764031430392333)	(116, 2.191389191751264)	(118, 2.4937338933116817)	(120, 2.9197409453663297)	(122, 3.3897330018439757)	(124, 3.7883380639173145)	(126, 4.149737008706802)	(128, 4.577326217999646)	(130, 5.140116323549899)	(132, 5.751574009903321)	(134, 6.310866865500609)	(136, 6.795003445753032)	(138, 7.328902664082525)
BG2_R1_001 - nextera_transposase_sequence	(1, 0.033998715423729856)	(2, 0.03400431977866401)	(3, 0.03400784844658552)	(4, 0.03401843445035005)	(5, 0.034022170686972816)	(6, 0.03402590692359559)	(7, 0.034030681003724694)	(8, 0.03403400210294493)	(9, 0.03406617525164104)	(10, 0.034098867322090304)	(12, 0.03412917235247502)	(14, 0.034205557634540605)	(16, 0.034251430317520204)	(18, 0.03431442741835419)	(20, 0.034406484137365294)	(22, 0.034537667556564886)	(24, 0.034730602664390875)	(26, 0.035226795644765274)	(28, 0.0384083049134073)	(30, 0.049407577962150354)	(32, 0.07431841672273755)	(34, 0.1191876088160754)	(36, 0.18959968636535296)	(38, 0.30739077295931627)	(40, 0.544758971037279)	(42, 0.9863519386030379)	(44, 1.5689410319363502)	(46, 2.161949970288824)	(48, 2.690232034035322)	(50, 3.3219384205020654)	(52, 4.209910889884759)	(54, 5.191605505753159)	(56, 6.070518016463029)	(58, 6.803224115650538)	(60, 7.566597348822121)	(62, 8.54224922465929)	(64, 9.626309978008884)	(66, 10.625988761292303)	(68, 11.472813745395342)	(70, 12.310233687859707)	(72, 13.303547480703179)	(74, 14.421171366556898)	(76, 15.49663119941652)	(78, 16.437345422809784)	(80, 17.338260423422465)	(82, 18.34948355516415)	(84, 19.475023903715424)	(86, 20.5865377972787)	(88, 21.598091378392798)	(90, 22.547361687436563)	(92, 23.567203901929584)	(94, 24.687762913003546)	(96, 25.829266021172565)	(98, 26.898752338162826)	(100, 27.90162633024917)	(102, 28.942477091918988)	(104, 30.067032008061005)	(106, 31.224143867427763)	(108, 32.3363480307071)	(110, 33.383555480068814)	(112, 34.4263852017365)	(114, 35.540893066246824)	(116, 36.69613898677356)	(118, 37.82677711884355)	(120, 38.894140008019875)	(122, 39.945157899815065)	(124, 41.049387169807446)	(126, 42.18896736152794)	(128, 43.31241905002273)	(130, 44.37953887624987)	(132, 45.414751968208975)	(134, 46.47988027653182)	(136, 47.581374932669384)	(138, 48.667157779749026)
BG2_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.396786232894632e-05)	(4, 0.00011955957192874262)	(5, 0.0003105227770927065)	(6, 0.0004661993030415901)	(7, 0.0005591900812083899)	(8, 0.0006289331648334898)	(9, 0.000694524874433286)	(10, 0.000845842457655601)	(12, 0.0010482219413891496)	(14, 0.0012739529040150309)	(16, 0.0014958438456675062)	(18, 0.0016991573885567482)	(20, 0.0018772513342422711)	(22, 0.002073299972587232)	(24, 0.0022550263705448954)	(26, 0.002424817568179811)	(28, 0.002621800265680465)	(30, 0.0028668351175240078)	(32, 0.003126399778456113)	(34, 0.003424676002174174)	(36, 0.0036891185275860112)	(38, 0.003961448663645925)	(40, 0.004316598711510645)	(42, 0.004740869136896669)	(44, 0.005085640749698129)	(46, 0.010222032046855596)	(48, 0.014506353825319505)	(50, 0.014818329583321067)	(52, 0.015158846037746592)	(54, 0.015629508067865384)	(56, 0.0161757251052447)	(58, 0.016842643342409716)	(60, 0.017577955466641614)	(62, 0.0184024183480669)	(64, 0.01923829750806177)	(66, 0.024613496596024825)	(68, 0.030858616110990236)	(70, 0.036093187403846136)	(72, 0.04594014280751555)	(74, 0.04998129785244731)	(76, 0.053001007318453114)	(78, 0.05878688108186933)	(80, 0.0705272781784797)	(82, 0.09416426781940249)	(84, 0.14125351095712207)	(86, 0.24011703038881757)	(88, 0.4223767761243819)	(90, 0.6658532021588257)	(92, 0.9336951839756331)	(94, 1.2087554711632877)	(96, 1.5626810712592443)	(98, 2.054695901245886)	(100, 2.562161937786006)	(102, 2.938035229647639)	(104, 3.245166645514724)	(106, 3.5984476410089017)	(108, 4.081020897265445)	(110, 4.637018468064026)	(112, 5.148069423643697)	(114, 5.610293163349954)	(116, 6.087618148779359)	(118, 6.627556544298455)	(120, 7.2495093812770985)	(122, 7.907627743351978)	(124, 8.50743175449342)	(126, 9.07020032011162)	(128, 9.695179197401657)	(130, 10.40930727511983)	(132, 11.197124836395908)	(134, 11.976220672197872)	(136, 12.726273495318813)	(138, 13.504312183725235)
BG2_R2_001 - nextera_transposase_sequence	(1, 0.034020925274765225)	(2, 0.03402632206099812)	(3, 0.034029228022815834)	(4, 0.03404188971359301)	(5, 0.03404458810670946)	(6, 0.03404811677463097)	(7, 0.03405164544255247)	(8, 0.03405704222878537)	(9, 0.03408257317904099)	(10, 0.034115265249490254)	(12, 0.03414193782760283)	(14, 0.034189782413244454)	(16, 0.034234098330964566)	(18, 0.03429813327530487)	(20, 0.034391539190874204)	(22, 0.03452344910052822)	(24, 0.03470652469504411)	(26, 0.03521423773833873)	(28, 0.03840934275691363)	(30, 0.049371149655078314)	(32, 0.07416440074639878)	(34, 0.11876323460633875)	(36, 0.1887830073102251)	(38, 0.3059126762376069)	(40, 0.5416336091023293)	(42, 0.980001062834778)	(44, 1.558598298689709)	(46, 2.1475752150201064)	(48, 2.671931635703927)	(50, 3.2981535381614915)	(52, 4.177555495868945)	(54, 5.1483440370354705)	(56, 6.016641588146991)	(58, 6.740702347142454)	(60, 7.494801410741508)	(62, 8.459188429376665)	(64, 9.530458280432548)	(66, 10.519610632168703)	(68, 11.359261523034267)	(70, 12.189475095328106)	(72, 13.173792341736991)	(74, 14.280075504028387)	(76, 15.345447705575221)	(78, 16.277749480859264)	(80, 17.170979146523248)	(82, 18.173487298773612)	(84, 19.289350483118852)	(86, 20.393267673568875)	(88, 21.398049118235495)	(90, 22.341531892966238)	(92, 23.353785395741)	(94, 24.463908579005803)	(96, 25.593779848508973)	(98, 26.650039161364163)	(100, 27.63969683910355)	(102, 28.6671814218241)	(104, 29.77827716823868)	(106, 30.92001150794091)	(108, 32.01543830823438)	(110, 33.046254991316346)	(112, 34.074998685778766)	(114, 35.1756190625466)	(116, 36.31554911131308)	(118, 37.43163688499308)	(120, 38.485506044253206)	(122, 39.524503009852026)	(124, 40.61735564689676)	(126, 41.7459258757804)	(128, 42.857412370275114)	(130, 43.912470067918676)	(132, 44.935927610265985)	(134, 45.989724535618066)	(136, 47.078655784758496)	(138, 48.15089581192409)
BG2_R2_001 - polyg	(1, 1.0096378257857708)	(2, 1.0135195680681308)	(3, 1.0191627383494273)	(4, 1.0216660168866853)	(5, 1.0242205648931557)	(6, 1.0273590036562854)	(7, 1.0305318988238248)	(8, 1.0320519244231898)	(9, 1.0339505553336623)	(10, 1.0387417598806157)	(12, 1.042310177208416)	(14, 1.043785886890061)	(16, 1.0445878285673988)	(18, 1.0451991183926248)	(20, 1.0457243709911763)	(22, 1.046183201605323)	(24, 1.046552362540523)	(26, 1.046864857220278)	(28, 1.0471766254095782)	(30, 1.0474777038107632)	(32, 1.0477873963130508)	(34, 1.0481029007389742)	(36, 1.048459088630345)	(38, 1.0488398734128161)	(40, 1.0491926364206163)	(42, 1.0495462297032216)	(44, 1.0498848780393355)	(46, 1.050260162251223)	(48, 1.0506221620662295)	(50, 1.0509764818392893)	(52, 1.0513256123948174)	(54, 1.051674224028592)	(56, 1.0520568769293743)	(58, 1.0524514650304795)	(60, 1.052814295120291)	(62, 1.0531968442367228)	(64, 1.0535874885325038)	(66, 1.0547662711869887)	(68, 1.082877300399332)	(70, 1.089700187394269)	(72, 1.0902681991452812)	(74, 1.0907900268602617)	(76, 1.0913686246150385)	(78, 1.0918908674674217)	(80, 1.0923982691576644)	(82, 1.0929219649909565)	(84, 1.0933987502977625)	(86, 1.0939201628753406)	(88, 1.0944761356416794)	(90, 1.095088359526061)	(92, 1.0958342576540574)	(94, 1.0974670968425602)	(96, 1.1036866854072698)	(98, 1.119899253956989)	(100, 1.1531257100276617)	(102, 1.2060907041764453)	(104, 1.2928087561910115)	(106, 1.443832941054088)	(108, 1.7535656078854287)	(110, 2.2405319519198983)	(112, 2.860705198638245)	(114, 3.4254804346759276)	(116, 3.9517952660561853)	(118, 4.655247981683939)	(120, 5.601340932833089)	(122, 6.604101488624191)	(124, 7.427411429698301)	(126, 8.138903903832158)	(128, 8.95205688564726)	(130, 9.982070589208377)	(132, 11.0646594728973)	(134, 12.034098921289953)	(136, 12.854619761725163)	(138, 13.733157299576199)
BG3_R1_001 - nextera_transposase_sequence	(1, 0.000608955281841218)	(2, 0.0006205821129980909)	(3, 0.0006234888207873092)	(4, 0.0006532825756267959)	(5, 0.0006623660374681029)	(6, 0.0006630927144154075)	(7, 0.0006823496535189781)	(8, 0.0006852563613081964)	(9, 0.0007404838093033427)	(10, 0.0008135148425074505)	(12, 0.0008571154593457239)	(14, 0.000926513107813309)	(16, 0.0011325260223741507)	(18, 0.0013051117973589827)	(20, 0.0016217612771469432)	(22, 0.0025422793001449893)	(24, 0.0038837249448692)	(26, 0.006810961357848778)	(28, 0.019487477365103107)	(30, 0.034082420513241465)	(32, 0.07369539760318108)	(34, 0.16995029936619527)	(36, 0.23850790928269633)	(38, 0.3098092696829825)	(40, 0.5375516416605987)	(42, 1.1948205853510705)	(44, 2.364648207115022)	(46, 3.269750868691423)	(48, 3.6967676798975257)	(50, 4.148062767913074)	(52, 5.707672274103242)	(54, 8.359037774208275)	(56, 10.100092882394051)	(58, 10.784674887495148)	(60, 11.228467762706725)	(62, 12.232467341757303)	(64, 14.216593527116371)	(66, 15.948927603588306)	(68, 16.80230467337862)	(70, 17.296403940298198)	(72, 18.0377350549221)	(74, 19.369304433255493)	(76, 20.911559803928608)	(78, 21.9600151169152)	(80, 22.52901097843185)	(82, 23.179995619882035)	(84, 24.226953070010993)	(86, 25.633752042652567)	(88, 27.042343908992375)	(90, 27.923803591080514)	(92, 28.56659458661136)	(94, 29.47747887164975)	(96, 30.675591303572112)	(98, 31.97263626013907)	(100, 33.03102688201845)	(102, 33.783365335701646)	(104, 34.61173490836589)	(106, 35.69143769342506)	(108, 36.84263767832179)	(110, 37.87295876808841)	(112, 38.72407968762658)	(114, 39.564293731193416)	(116, 40.54519733682781)	(118, 41.61550782234307)	(120, 42.638985795296904)	(122, 43.5509450172096)	(124, 44.435044898316534)	(126, 45.392833091926406)	(128, 46.39255908384989)	(130, 47.37414376745315)	(132, 48.28833697597109)	(134, 49.16277078199421)	(136, 50.08346393413656)	(138, 51.015265433433875)
BG3_R1_001 - polya	(1, 0.0)	(2, 3.2700462628705025e-06)	(3, 3.6333847365227806e-06)	(4, 2.071029299817985e-05)	(5, 8.683789520289445e-05)	(6, 0.00017585582124770256)	(7, 0.00020165285287701432)	(8, 0.0003382681189702709)	(9, 0.00040911912133246507)	(10, 0.0011724932544759012)	(12, 0.002890539227140698)	(14, 0.0065691596036331875)	(16, 0.011783248369780203)	(18, 0.016182187270288334)	(20, 0.020322065839082387)	(22, 0.025248753872570452)	(24, 0.03161789564645806)	(26, 0.03865521687339221)	(28, 0.04464321658841858)	(30, 0.050412668211543096)	(32, 0.05704087031714478)	(34, 0.06676199117971149)	(36, 0.07208217478016496)	(38, 0.07766923048951604)	(40, 0.08353333178502698)	(42, 0.08889911436392384)	(44, 0.09354076336483168)	(46, 0.09801963672954331)	(48, 0.10325261909632025)	(50, 0.10825342817843336)	(52, 0.112728123150698)	(54, 0.1173401600660032)	(56, 0.12260947628014535)	(58, 0.12702694544280976)	(60, 0.13214493118267573)	(62, 0.13765968253577002)	(64, 0.1425365931983677)	(66, 0.14682980060304301)	(68, 0.15106887057514418)	(70, 0.1550105480065609)	(72, 0.15897656911571234)	(74, 0.16276582605743195)	(76, 0.165984096587807)	(78, 0.1697699018140269)	(80, 0.17317220328130684)	(82, 0.17660538851884722)	(84, 0.179985889677708)	(86, 0.18319289671539984)	(88, 0.18651144866450292)	(90, 0.18967939681627716)	(92, 0.1928747770228121)	(94, 0.1963228591377722)	(96, 0.19958473028498555)	(98, 0.20262278493242908)	(100, 0.20576202934478477)	(102, 0.2089025454417982)	(104, 0.21193914673534714)	(106, 0.21499900169120978)	(108, 0.21817094656619418)	(110, 0.22098227800607867)	(112, 0.2238055996155937)	(114, 0.22681168047735584)	(116, 0.23014985270403612)	(118, 0.2330483853775972)	(120, 0.23574399351362343)	(122, 0.23915447009656055)	(124, 0.24244595332937652)	(126, 0.2454585742836644)	(128, 0.2481490956810595)	(130, 0.25087704094124086)	(132, 0.2537726669070126)	(134, 0.25647027340464396)	(136, 0.25918968021069444)	(138, 0.26194760089495206)
